x1,x2,y
6.46265246659841,5.121477685509612,-1
-6.58654072741623,-7.721286903100988,1
9.239683198633582,-8.59573843205872,-1
4.250051758980538,2.1437553427688236,1
8.21977875163627,-3.609733103500357,-1
5.507005007771038,6.969878354622374,-1
8.37752414879964,7.564515953232348,-1
-6.281862888431862,-9.376677846073445,1
-1.9959429438572247,-3.669253675057808,1
5.69073671818694,5.21560843124707,1
5.834637198807396,1.535201739539378,-1
5.603686093519345,-3.292288644003296,-1
-8.703550650204924,9.435393573775688,1
9.281321583566722,-5.547526234859448,-1
8.934175610127369,5.163241872564928,-1
-4.38905694536746,-8.32923453115751,1
-1.5105034223143061,-3.638557226459853,1
2.2884859451396444,5.238422514959002,-1
8.140100026673547,8.371579748271838,-1
-3.6731168813776254,6.541474717342478,-1
4.125729967463149,-5.621110849015949,-1
-4.415565726773664,2.176300558800765,1
2.437820613337303,2.0538481861264835,-1
3.4282974403854105,-0.06161496773521691,-1
1.2484444878224306,7.855936448296866,1
-9.958333875127197,-2.7819142416276277,1
0.3765838632576539,8.297616155824219,1
4.240286308748262,-3.0355423827398242,-1
3.227398597967081,-5.512733662109584,-1
0.42698810669437925,2.866440685954178,1
-1.064915692507407,-7.821955788106152,-1
9.47009509970875,7.287615389013659,-1
-2.3465986051596595,-6.154086825341674,-1
-7.864961231990851,3.2562363606122062,-1
9.829461301836371,9.155584509986227,-1
9.150443413559298,-6.120191612669094,-1
-8.44042229203134,-0.25138847830729283,1
1.351389402610451,-8.294828595817485,-1
7.447050311465073,-2.909857650644372,-1
6.270790080473802,1.4389430482184977,-1
4.397418843771677,4.014127705763922,-1
-2.4356019635782573,-7.162308240951272,-1
-1.5562926273212856,9.66057838614639,1
0.5213345384557737,1.9541844473743524,1
2.8181803070710316,-1.1910780270532069,-1
-1.723952044437194,-7.241954571520861,-1
2.4845544691923784,3.5664354095463118,-1
-9.630129244022251,-7.763728846344047,1
-8.861377113652127,-3.7293436795376884,-1
-3.710565439419227,-2.841464632064503,-1
1.6495373498045467,3.7043584400574723,-1
8.171493485984051,5.955273650354368,-1
-4.631217157290326,-1.060784150042771,1
4.980722275985926,4.801774525079059,-1
-7.758686822436807,3.1637318213349364,1
9.351116495264705,-0.7072824143532941,-1
3.5278784850982383,-5.685581992700326,1
5.913955600962396,0.00546198314018298,1
-6.788026819977075,2.6056088893090656,1
-4.43892713073142,7.192239116230315,1
-2.98551505339808,9.256853148384355,1
-7.246670246576281,-5.102308552481891,1
