x1,x2,y
2.9371452728251324,77.10229110621498,1
-0.029343707248044026,44.8023531190057,1
5.868817820728909,44.5957570128579,-1
8.609280933835958,49.22394491035668,-1
7.76327552710314,-14.340749908309398,-1
-6.81471890308377,-4.089346024074928,-1
-6.431596917548763,40.47934488770095,-1
-9.340199457129465,80.15102407226726,-1
8.529385157742016,-35.48229150929389,-1
-8.158846143995593,64.6301310855763,-1
1.150785515418777,-39.469168609317045,-1
-8.014245478751704,5.324440780076301,-1
-1.9436794102186798,-20.681062202773553,-1
-3.5972148505473767,97.96833229559488,1
4.1357416062132195,-38.565983248894,-1
4.06760878576058,-29.459656307991526,-1
7.198989077474117,-48.675004999015066,-1
-8.522864581664809,8.888650235215401,-1
-5.711170740705467,57.75141315394758,1
-8.511681817056287,85.95990528428442,-1
8.11711172852554,97.82267144761246,-1
-8.892506199377753,25.990856609748576,-1
5.9563304815867095,25.171866836978467,-1
0.42036216914611657,-20.387300625396737,-1
5.854352881180933,13.238568450287723,-1
8.851992296469714,-42.64559429270531,-1
7.769764599922016,-38.45748573587554,-1
-6.704469989598582,65.29401204905137,-1
5.203417252896319,-20.773531536719098,-1
2.3903168013330234,69.47314884894399,1
-2.0822111132035097,-25.076501213406367,-1
6.484926449213251,-25.616111494192456,-1
5.194910344782226,41.61177236973688,-1
7.8310325298726156,6.276844485991205,-1
-2.4234896298103603,0.07009013284348953,-1
5.208174390750299,32.47519602487998,-1
7.320053998226378,79.49617722895482,-1
-8.250216462075565,28.10294114046343,-1
-6.511204826667245,54.298826322756014,-1
-9.831286918314383,-27.972665607885716,-1
3.6654175201701094,-17.36424537250091,-1
0.918228587722588,19.124903150743506,1
5.825606521493313,37.370559971171176,-1
-6.636784868121401,95.687301162491,1
8.537002528822871,-46.42834527902312,-1
-3.4183634699991767,63.069752118027694,1
-6.587974728848575,40.588431719916116,-1
-6.759684564217543,42.313050907974,-1
-7.414983100594366,23.93224971814385,-1
-0.4970877091538224,-43.65175745281521,-1
-4.013562309563863,-5.050665564723921,-1
-9.505325807314906,-43.35634970436779,-1
6.057989486709946,65.7822587965854,-1
5.53075505295795,-24.121622440820346,-1
3.8572192591166825,60.18313747565,1
-9.987554896807518,-22.474870671884915,-1
-9.074094872505905,59.51134982893454,-1
9.286134170955687,-7.377460281999959,-1
-0.8737477112342198,75.08530746557317,1
-4.682690278593955,77.29569977703642,1
1.6831445321825473,-4.203191447813403,-1
8.661829583392471,70.32679503399547,-1
-8.016124692664821,-23.78291679757261,-1
-5.203971489194497,90.4783307173758,1
-1.289007241759002,25.555965331027906,1
5.814398507579275,27.972140639638255,-1
0.21565397452646629,46.19498557599536,1
-2.9294948152950706,-28.922310922091942,-1
1.1719120023587628,-47.394256037950285,-1
6.029343890238184,25.23128808424775,-1
2.0413239957664313,73.01219986170165,1
3.7030099126235623,75.02975636162698,1
5.928256437841906,25.486566944047766,-1
-5.674727523790743,-19.01981958101636,-1
-2.889157956627379,53.94443711967243,1
7.3528520911693,-25.10849134666257,-1
-2.4827240431729187,-49.05225953774841,-1
-6.756826943499849,10.603765782066269,-1
-2.4926726157302914,13.466558976511159,1
1.6108209462502732,-24.833743339382906,-1
8.703832977264753,-27.503290826531725,-1
-4.299248290490542,50.020900601708405,1
3.8492381251534002,22.550365018317493,-1
-4.7503513781766245,12.517702336409918,-1
7.280634283504202,-9.970610838350048,-1
7.116995258984858,-9.525847766930532,-1
-5.178068037694277,41.096585296675926,1
-6.395626914597285,-7.606768926679294,-1
0.7032640050203973,1.4085017794716919,-1
2.457578753354168,58.859814269287824,1
4.017316299923138,64.83494908690302,1
-8.842948912031156,86.79029084559065,-1
-8.772825630779144,-33.14744265914416,-1
2.55631354474621,66.70543965056362,1
-3.283818135620429,-44.623995451014935,-1
-1.513931289676533,18.068083734556737,1
-1.6147062621733728,50.635827668607575,1
4.972998824675752,64.77695470488963,-1
-1.2568317023905085,51.985390572374996,1
-6.463340398471846,49.12941829471137,-1
-8.319893666732979,40.02323622450089,1
-1.2525876986711726,-1.6110051582923006,-1
7.742319359045201,-34.24414736492085,-1
7.99499731530296,91.41705433140297,-1
-3.6360844832465933,28.973267784360033,1
2.7164330287217346,97.22196391166779,1
-6.517937138192574,-41.49563239098142,-1
3.3722250470422637,-38.35536331251123,-1
1.3510972787073143,31.877574681469014,1
1.4340960862524277,-39.80533798480012,-1
7.671823117044049,82.81434031483104,-1
8.657243620658114,43.053086301365155,-1
3.5576238187208986,40.10124801410984,-1
2.1408154871906504,93.03747219652669,1
2.3509366466713466,-5.326301946183953,1
-1.807135144495346,20.760571320175785,1
-9.716492796502374,-19.493024388980817,-1
-9.156750154794214,65.46927065868086,-1
9.392221470748915,-45.21037167210942,-1
3.9977837397170806,-28.391703674381684,-1
4.63528068430387,96.75543934794109,1
2.4792938573370886,78.50754592609837,-1
-1.0627938973509359,-7.73962621765272,-1
2.570224602413411,11.494664268655299,-1
-2.212886152492926,98.18540477371138,1
3.0198315139113703,76.08777183788446,1
-1.5240048150731056,-34.78801892003567,-1
0.2248374549493466,27.050125034806626,1
