X1,X2,X3,Y
-27.66289889,-64.13802569,-9.560952686,0
150.7932426,-30.90044875,63.72849742,0
613.0311726,55.192186,-4.471225852,0
708.3620548,16.93865731,50.71425385,0
626.5412433,30.086926,55.88208126,0
789.7270145,-8.305760622,-25.50606549,0
892.5266158,-55.12259931,8.746317709,0
700.5847409,-118.6443785,-32.59787819,0
465.1219874,-74.28850246,26.21756474,0
-91.20351911,149.0121635,-4.496696027,1
294.385923,123.7713802,109.3296459,1
577.5531266,131.304395,-25.58289173,1
506.2840306,-105.4548959,7.551892785,0
689.4935217,81.04067374,20.18179202,0
418.9473382,-55.1560069,32.16753898,0
606.2822844,82.52014789,46.84864623,0
616.0227095,23.82060372,9.611592998,0
661.8073522,113.2275023,68.78825889,0
30.00234254,39.45609235,20.69025159,1
-36.02746218,135.4262428,88.50342616,1
385.8863649,43.54083059,-0.811106455,1
433.9376593,106.535004,45.17665796,1
692.3193806,108.908207,-30.20780426,0
822.491234,40.11260605,-12.65951191,0
263.5396885,74.52702035,-27.95264266,1
-13.17517429,104.3042095,67.2910768,1
-99.77537873,-1.647519847,-28.57437912,1
712.4487628,75.56897417,49.93853421,1
448.2777871,-75.31523008,-19.96685599,0
206.305194,-12.30404987,19.43602109,0
112.9662346,149.9967489,-56.07744307,1
631.5607461,103.0491805,-44.03833258,0
171.7872977,-92.59502772,43.29261461,0
656.7314429,17.44985394,57.00037726,0
732.7192743,-26.68772702,11.25009426,0
256.2301401,95.49864625,59.40949455,1
134.7621687,47.68848902,-40.25716917,1
898.493504,-121.6245226,5.611276162,0
608.6814586,6.998753024,-37.82310487,0
456.4123174,77.87409967,8.926845548,1
98.15430943,104.8916364,53.05723012,1
522.3858195,45.67394909,1.035295687,0
33.36077813,14.37184283,-11.99947853,1
15.33190203,150.5614254,71.9073428,1
850.2766648,129.0877873,-6.063043427,1
308.4706424,56.52326414,57.96730529,1
264.6871787,-14.69032225,84.20054583,0
351.496553,151.7458958,70.01543648,1
599.0681863,114.7858031,7.319673517,1
74.14709174,-43.91817432,-14.08249132,0
358.4432531,42.26967063,-40.89558222,1
529.2944639,4.330734722,87.63201422,0
265.5610079,64.94793483,-2.977928297,1
246.0210241,-112.6847986,22.4541967,0
657.5421061,154.6478784,65.49527888,1
831.0454498,54.20993572,-54.68588062,0
298.03807,-5.972396909,28.98370619,0
781.235939,51.2758962,-16.71650078,0
893.0002872,46.18738505,71.40757765,0
749.8591895,22.69971347,-13.49998063,0
381.9081288,125.2449977,8.021432506,1
529.3909108,-103.6563685,23.87445561,0
587.1696237,-41.24449462,82.65996187,0
653.088802,61.15585721,107.5946362,1
189.2200639,-2.002476171,5.777571464,0
-32.39501846,-22.61376013,35.93843859,0
